0,168.15,0,46.15,0,25.139,0,0,0,0,0,4.5268,0,1.5914,0,1.2511,0,0.47228
0.041667,173.63,0.041667,41.67,0.041667,24.87,0.041667,2028.7,0.041667,0.31862,0.041667,2.4658,0.041667,1.5877,0.041667,1.2511,0.041667,0.47227
0.083333,178.97,0.083333,37.727,0.083333,24.182,0.083333,1992.9,0.083333,0.96024,0.083333,0.44281,0.083333,1.5839,0.083333,1.2511,0.083333,0.47222
0.125,184.1,0.125,34.257,0.125,23.218,0.125,1943.7,0.125,1.6611,0.125,0.12551,0.125,1.5801,0.125,1.2511,0.125,0.4721
0.16667,188.97,0.16667,31.203,0.16667,22.087,0.16667,1895.7,0.16667,2.3569,0.16667,0.085376,0.16667,1.5764,0.16667,1.2511,0.16667,0.47192
0.20833,193.55,0.20833,28.515,0.20833,20.868,0.20833,1848.9,0.20833,3.0353,0.20833,0.066992,0.20833,1.5726,0.20833,1.2511,0.20833,0.47165
0.25,197.82,0.25,26.148,0.25,19.616,0.25,1803.3,0.25,3.6963,0.25,0.055594,0.25,1.5689,0.25,1.2511,0.25,0.47132
0.29167,201.79,0.29167,24.066,0.29167,18.374,0.29167,1758.8,0.29167,4.3403,0.29167,0.047758,0.29167,1.5652,0.29167,1.2511,0.29167,0.47092
0.33333,205.45,0.33333,22.232,0.33333,17.169,0.33333,1715.3,0.33333,4.9676,0.33333,0.04201,0.33333,1.5614,0.33333,1.2511,0.33333,0.47046
0.375,208.83,0.375,20.618,0.375,16.021,0.375,1673,0.375,5.5786,0.375,0.037598,0.375,1.5577,0.375,1.2511,0.375,0.46993
0.41667,211.94,0.41667,19.196,0.41667,14.939,0.41667,1631.7,0.41667,6.1738,0.41667,0.034097,0.41667,1.554,0.41667,1.2511,0.41667,0.46936
0.45833,214.79,0.45833,17.944,0.45833,13.932,0.45833,1591.4,0.45833,6.7535,0.45833,0.031246,0.45833,1.5503,0.45833,1.2511,0.45833,0.46873
0.5,217.41,0.5,16.842,0.5,13.002,0.5,1552.1,0.5,7.3181,0.5,0.028877,0.5,1.5466,0.5,1.2511,0.5,0.46805
0.54167,219.81,0.54167,15.871,0.54167,12.148,0.54167,1513.8,0.54167,7.8679,0.54167,0.026875,0.54167,1.543,0.54167,1.2511,0.54167,0.46734
0.58333,222.01,0.58333,15.016,0.58333,11.368,0.58333,1476.4,0.58333,8.4032,0.58333,0.02516,0.58333,1.5393,0.58333,1.2511,0.58333,0.46658
0.625,224.03,0.625,14.262,0.625,10.66,0.625,1440,0.625,8.9245,0.625,0.023674,0.625,1.5356,0.625,1.2511,0.625,0.46579
0.66667,225.88,0.66667,13.597,0.66667,10.019,0.66667,1404.4,0.66667,9.4321,0.66667,0.022374,0.66667,1.532,0.66667,1.2511,0.66667,0.46497
0.70833,227.58,0.70833,13.012,0.70833,9.4406,0.70833,1369.7,0.70833,9.9263,0.70833,0.021228,0.70833,1.5283,0.70833,1.2511,0.70833,0.46413
0.75,229.15,0.75,12.495,0.75,8.9204,0.75,1335.9,0.75,10.407,0.75,0.020208,0.75,1.5247,0.75,1.2511,0.75,0.46325
0.79167,230.6,0.79167,12.04,0.79167,8.4536,0.79167,1302.9,0.79167,10.876,0.79167,0.019296,0.79167,1.5211,0.79167,1.2511,0.79167,0.46236
0.83333,231.94,0.83333,11.638,0.83333,8.0354,0.83333,1270.8,0.83333,11.332,0.83333,0.018475,0.83333,1.5175,0.83333,1.2511,0.83333,0.46145
0.875,233.18,0.875,11.283,0.875,7.6615,0.875,1239.4,0.875,11.775,0.875,0.017733,0.875,1.5139,0.875,1.2511,0.875,0.46052
0.91667,234.34,0.91667,10.97,0.91667,7.3276,0.91667,1208.8,0.91667,12.207,0.91667,0.017058,0.91667,1.5103,0.91667,1.2511,0.91667,0.45958
0.95833,235.42,0.95833,10.693,0.95833,7.0299,0.95833,1178.9,0.95833,12.628,0.95833,0.016443,0.95833,1.5067,0.95833,1.2511,0.95833,0.45863
1,236.42,1,10.449,1,6.7647,1,1149.8,1,13.037,1,0.015879,1,1.5031,1,1.2511,1,0.45767
1.0417,237.37,1.0417,10.232,1.0417,6.5286,1.0417,1121.4,1.0417,13.435,1.0417,0.01536,1.0417,1.4995,1.0417,1.2511,1.0417,0.4567
1.0833,238.26,1.0833,10.041,1.0833,6.3186,1.0833,1093.8,1.0833,13.822,1.0833,0.014882,1.0833,1.496,1.0833,1.2511,1.0833,0.45573
1.125,239.1,1.125,9.8709,1.125,6.1318,1.125,1066.7,1.125,14.199,1.125,0.01444,1.125,1.4924,1.125,1.2511,1.125,0.45476
1.1667,239.9,1.1667,9.7205,1.1667,5.9658,1.1667,1040.4,1.1667,14.566,1.1667,0.01403,1.1667,1.4888,1.1667,1.2511,1.1667,0.45378
1.2083,240.65,1.2083,9.5869,1.2083,5.8183,1.2083,1014.7,1.2083,14.923,1.2083,0.013648,1.2083,1.4853,1.2083,1.2511,1.2083,0.4528
1.25,241.38,1.25,9.4683,1.25,5.6873,1.25,989.67,1.25,15.27,1.25,0.013293,1.25,1.4818,1.25,1.2511,1.25,0.45182
1.2917,242.07,1.2917,9.3628,1.2917,5.5708,1.2917,965.23,1.2917,15.608,1.2917,0.01296,1.2917,1.4783,1.2917,1.2511,1.2917,0.45085
1.3333,242.73,1.3333,9.2687,1.3333,5.4673,1.3333,941.4,1.3333,15.936,1.3333,0.012649,1.3333,1.4747,1.3333,1.2511,1.3333,0.44988
1.375,243.37,1.375,9.1849,1.375,5.3753,1.375,918.16,1.375,16.256,1.375,0.012357,1.375,1.4712,1.375,1.2511,1.375,0.44891
1.4167,243.99,1.4167,9.1099,1.4167,5.2934,1.4167,895.49,1.4167,16.566,1.4167,0.012083,1.4167,1.4677,1.4167,1.2511,1.4167,0.44795
1.4583,244.59,1.4583,9.0428,1.4583,5.2206,1.4583,873.38,1.4583,16.868,1.4583,0.011825,1.4583,1.4642,1.4583,1.2511,1.4583,0.44699
1.5,245.17,1.5,8.9825,1.5,5.1557,1.5,851.82,1.5,17.162,1.5,0.011581,1.5,1.4608,1.5,1.2511,1.5,0.44604
1.5417,245.74,1.5417,8.9284,1.5417,5.0978,1.5417,830.78,1.5417,17.448,1.5417,0.011351,1.5417,1.4573,1.5417,1.2511,1.5417,0.4451
