0,168.15,0,46.15,0,25.139,0,0,0,0,0,4.5268,0,1.5914,0,1.2511,0,0.47228
0.041667,169.76,0.041667,45.296,0.041667,25.121,0.041667,2018.1,0.041667,0.31029,0.041667,3.0776,0.041667,1.5877,0.041667,1.2511,0.041667,0.47228
0.083333,171.36,0.083333,44.477,0.083333,25.07,0.083333,1968.1,0.083333,0.91046,0.083333,0.67241,0.083333,1.5839,0.083333,1.2511,0.083333,0.47227
0.125,172.95,0.125,43.691,0.125,24.991,0.125,1919.5,0.125,1.5901,0.125,0.1824,0.125,1.5801,0.125,1.2511,0.125,0.47222
0.16667,174.52,0.16667,42.938,0.16667,24.886,0.16667,1872.1,0.16667,2.2739,0.16667,0.12068,0.16667,1.5764,0.16667,1.2511,0.16667,0.47214
0.20833,176.07,0.20833,42.216,0.20833,24.759,0.20833,1825.9,0.20833,2.9416,0.20833,0.094477,0.20833,1.5726,0.20833,1.2511,0.20833,0.47201
0.25,177.61,0.25,41.523,0.25,24.612,0.25,1780.8,0.25,3.5924,0.25,0.078472,0.25,1.5689,0.25,1.2511,0.25,0.47184
0.29167,179.12,0.29167,40.858,0.29167,24.449,0.29167,1736.8,0.29167,4.2266,0.29167,0.067541,0.29167,1.5652,0.29167,1.2511,0.29167,0.47161
0.33333,180.61,0.33333,40.221,0.33333,24.271,0.33333,1693.9,0.33333,4.8447,0.33333,0.059548,0.33333,1.5614,0.33333,1.2511,0.33333,0.47134
0.375,182.07,0.375,39.609,0.375,24.081,0.375,1652.1,0.375,5.4468,0.375,0.053423,0.375,1.5577,0.375,1.2511,0.375,0.47102
0.41667,183.51,0.41667,39.023,0.41667,23.881,0.41667,1611.3,0.41667,6.0335,0.41667,0.048565,0.41667,1.554,0.41667,1.2511,0.41667,0.47066
0.45833,184.92,0.45833,38.46,0.45833,23.673,0.45833,1571.5,0.45833,6.605,0.45833,0.044608,0.45833,1.5503,0.45833,1.2511,0.45833,0.47025
0.5,186.31,0.5,37.919,0.5,23.457,0.5,1532.7,0.5,7.1617,0.5,0.041318,0.5,1.5466,0.5,1.2511,0.5,0.4698
0.54167,187.68,0.54167,37.401,0.54167,23.236,0.54167,1494.9,0.54167,7.7039,0.54167,0.038536,0.54167,1.543,0.54167,1.2511,0.54167,0.46931
0.58333,189.02,0.58333,36.903,0.58333,23.011,0.58333,1458,0.58333,8.232,0.58333,0.036151,0.58333,1.5393,0.58333,1.2511,0.58333,0.46878
0.625,190.33,0.625,36.426,0.625,22.783,0.625,1422,0.625,8.7462,0.625,0.034083,0.625,1.5356,0.625,1.2511,0.625,0.46821
0.66667,191.61,0.66667,35.967,0.66667,22.553,0.66667,1386.9,0.66667,9.247,0.66667,0.032272,0.66667,1.532,0.66667,1.2511,0.66667,0.4676
0.70833,192.87,0.70833,35.527,0.70833,22.322,0.70833,1352.6,0.70833,9.7345,0.70833,0.030673,0.70833,1.5283,0.70833,1.2511,0.70833,0.46696
0.75,194.1,0.75,35.104,0.75,22.091,0.75,1319.2,0.75,10.209,0.75,0.02925,0.75,1.5247,0.75,1.2511,0.75,0.46628
0.79167,195.31,0.79167,34.698,0.79167,21.86,0.79167,1286.7,0.79167,10.671,0.79167,0.027975,0.79167,1.5211,0.79167,1.2511,0.79167,0.46557
0.83333,196.49,0.83333,34.309,0.83333,21.63,0.83333,1254.9,0.83333,11.121,0.83333,0.026828,0.83333,1.5175,0.83333,1.2511,0.83333,0.46482
0.875,197.65,0.875,33.934,0.875,21.401,0.875,1223.9,0.875,11.559,0.875,0.025789,0.875,1.5139,0.875,1.2511,0.875,0.46405
0.91667,198.78,0.91667,33.575,0.91667,21.175,0.91667,1193.7,0.91667,11.986,0.91667,0.024845,0.91667,1.5103,0.91667,1.2511,0.91667,0.46325
0.95833,199.88,0.95833,33.229,0.95833,20.952,0.95833,1164.2,0.95833,12.4,0.95833,0.023982,0.95833,1.5067,0.95833,1.2511,0.95833,0.46242
1,200.96,1,32.897,1,20.731,1,1135.5,1,12.804,1,0.023192,1,1.5031,1,1.2511,1,0.46156
1.0417,202.02,1.0417,32.578,1.0417,20.514,1.0417,1107.4,1.0417,13.197,1.0417,0.022465,1.0417,1.4995,1.0417,1.2511,1.0417,0.46068
